Bag_1+1,chains_data_1,0,1.0,7.0,-0.267,0.333,-0.097,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,92.0,22.0,22.0
Bag_1+2,chains_data_1,0,7.0,7.0,-0.097,-0.097,0.333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,22.0,22.0
Bag_1+3,chains_data_1,0,1.0,7.0,-0.167,-0.097,0.333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,93.0,22.0,22.0
Bag_1+4,chains_data_1,0,1.0,7.0,0.163,-0.097,-0.097,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,22.0,22.0
Bag_1+5,chains_data_1,0,1.0,7.0,0.832,-0.097,-0.097,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,38.0,22.0,22.0
Bag_1+6,chains_data_1,0,1.0,7.0,0.163,-0.097,-0.097,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,22.0,22.0
Bag_1+7,chains_data_1,0,7.0,7.0,-0.097,-0.097,0.333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,22.0,22.0
Bag_1+8,chains_data_1,0,1.0,7.0,0.163,-0.097,-0.097,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,22.0,22.0
Bag_1+9,chains_data_1,0,1.0,2.0,-0.097,0.832,-0.367,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,38.0,40.0
Bag_1+10,chains_data_1,0,1.0,2.0,-0.097,0.832,-0.368,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,38.0,40.0
Bag_2+1,chains_data_2,0,7.0,7.0,-0.097,-0.097,-0.067,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,22.0,27.0
Bag_2+2,chains_data_2,0,1.0,7.0,0.162,-0.097,-0.097,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,22.0,22.0
Bag_2+3,chains_data_2,0,7.0,7.0,-0.097,-0.067,0.033,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,27.0,27.0
Bag_2+4,chains_data_2,0,7.0,7.0,-0.097,-0.067,-0.738,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,27.0,35.0
Bag_2+5,chains_data_2,0,7.0,7.0,-0.097,0.033,-0.067,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,27.0,27.0
Bag_2+6,chains_data_2,0,7.0,7.0,-0.097,0.033,-0.067,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,27.0,27.0
Bag_2+7,chains_data_2,0,7.0,7.0,-0.097,-0.097,0.033,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,22.0,27.0
Bag_2+8,chains_data_2,0,1.0,7.0,0.163,-0.097,0.033,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,22.0,27.0
Bag_2+9,chains_data_2,0,1.0,7.0,0.832,-0.097,-0.097,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,38.0,22.0,22.0
Bag_2+10,chains_data_2,0,1.0,7.0,0.162,-0.097,-0.097,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,22.0,22.0
Bag_2+11,chains_data_2,0,7.0,7.0,0.282,-0.738,-0.067,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,35.0,27.0
