Bag_1+1,bonds_data_1,0,7.0,-0.116,0.014,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,29.0,
Bag_1+2,bonds_data_1,0,.0,-0.116,0.014,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,29.0,
Bag_1+3,bonds_data_1,0,.0,-0.116,0.144,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,3.0,
Bag_1+4,bonds_data_1,0,.0,-0.116,0.144,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,3.0,
Bag_1+5,bonds_data_1,0,.0,-0.116,0.144,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,3.0,
Bag_1+6,bonds_data_1,0,.0,-0.116,0.144,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,3.0,
Bag_1+7,bonds_data_1,0,.0,-0.116,0.014,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,29.0,
Bag_1+8,bonds_data_1,0,.0,-0.116,0.014,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,29.0,
Bag_1+9,bonds_data_1,0,.0,-0.116,0.144,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,3.0,
Bag_1+10,bonds_data_1,0,.0,-0.116,0.144,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,3.0,
Bag_1+11,bonds_data_1,0,.0,-0.116,0.144,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,3.0,
Bag_1+12,bonds_data_1,0,.0,-0.116,0.813,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,38.0,
Bag_1+13,bonds_data_1,0,.0,-0.116,0.813,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,38.0,
Bag_1+14,bonds_data_1,0,.0,-0.116,0.814,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,38.0,
Bag_1+15,bonds_data_1,0,.0,0.814,-0.386,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.0,40.0,
Bag_1+16,bonds_data_1,0,.0,0.814,-0.386,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.0,40.0,
Bag_1+17,bonds_data_1,0,.0,0.813,-0.386,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.0,40.0,
Bag_1+18,bonds_data_1,0,.0,0.813,-0.386,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.0,40.0,
Bag_1+19,bonds_data_1,0,.0,0.813,-0.386,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.0,40.0,
Bag_1+20,bonds_data_1,0,.0,0.813,-0.386,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.0,40.0
Bag_2+1,bonds_data_2,0,7.0,-0.08,0.229,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,
Bag_2+2,bonds_data_2,0,.0,-0.08,0.229,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,
Bag_2+3,bonds_data_2,0,.0,-0.08,0.179,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,3.0,
Bag_2+4,bonds_data_2,0,.0,-0.08,0.179,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,3.0,
Bag_2+5,bonds_data_2,0,.0,0.229,-0.181,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,50.0,
Bag_2+6,bonds_data_2,0,.0,0.229,-0.181,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,50.0,
Bag_2+7,bonds_data_2,0,.0,0.229,-0.18,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,50.0,
Bag_2+8,bonds_data_2,0,.0,0.229,-0.18,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,50.0,
Bag_2+9,bonds_data_2,0,.0,-0.08,0.229,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,
Bag_2+10,bonds_data_2,0,.0,-0.08,0.229,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,
Bag_2+11,bonds_data_2,0,.0,-0.08,0.18,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,3.0,
Bag_2+12,bonds_data_2,0,.0,-0.08,0.849,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,38.0,
Bag_2+13,bonds_data_2,0,.0,-0.08,-0.15,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,93.0,
Bag_2+14,bonds_data_2,0,.0,-0.08,-0.15,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,93.0,
Bag_2+15,bonds_data_2,0,.0,-0.08,-0.15,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,93.0,
Bag_2+16,bonds_data_2,0,.0,-0.08,-0.15,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,93.0,
Bag_2+17,bonds_data_2,0,.0,0.849,-0.351,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.0,40.0,
Bag_2+18,bonds_data_2,0,.0,0.849,-0.351,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.0,40.0
Bag_3+1,bonds_data_3,0,7.0,-0.133,0.176,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,
Bag_3+2,bonds_data_3,0,.0,-0.134,0.176,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,
Bag_3+3,bonds_data_3,0,.0,-0.134,-0.133,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,
Bag_3+4,bonds_data_3,0,.0,-0.133,0.127,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,3.0,
Bag_3+5,bonds_data_3,0,.0,-0.133,0.127,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,3.0,
Bag_3+6,bonds_data_3,0,.0,-0.133,0.127,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,3.0,
Bag_3+7,bonds_data_3,0,.0,-0.134,0.127,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,3.0,
Bag_3+8,bonds_data_3,0,.0,0.176,-0.234,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,50.0,
Bag_3+9,bonds_data_3,0,.0,0.087,-0.234,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,50.0,
Bag_3+10,bonds_data_3,0,.0,0.087,0.047,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,3.0,
Bag_3+11,bonds_data_3,0,.0,0.087,0.047,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,3.0,
Bag_3+12,bonds_data_3,0,.0,0.087,0.047,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,3.0,
Bag_3+13,bonds_data_3,0,.0,-0.133,0.796,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,38.0,
Bag_3+14,bonds_data_3,0,.0,0.796,-0.404,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.0,40.0,
Bag_3+15,bonds_data_3,0,.0,0.796,-0.404,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.0,40.0
Bag_4+1,bonds_data_4,0,7.0,-0.129,0.0010,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,
Bag_4+2,bonds_data_4,0,.0,-0.129,0.0010,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,
Bag_4+3,bonds_data_4,0,.0,-0.129,0.13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,3.0,
Bag_4+4,bonds_data_4,0,.0,-0.129,0.13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,3.0,
Bag_4+5,bonds_data_4,0,.0,-0.129,0.13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,3.0,
Bag_4+6,bonds_data_4,0,.0,-0.129,0.13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,3.0,
Bag_4+7,bonds_data_4,0,.0,0.55,0.0010,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,22.0,
Bag_4+8,bonds_data_4,0,.0,0.0010,0.55,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,
Bag_4+9,bonds_data_4,0,.0,0.0010,0.051,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,3.0,
Bag_4+10,bonds_data_4,0,.0,0.0010,0.051,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,3.0,
Bag_4+11,bonds_data_4,0,.0,0.0010,0.051,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,3.0,
Bag_4+12,bonds_data_4,0,.0,0.55,-0.58,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,42.0,
Bag_4+13,bonds_data_4,0,.0,-0.129,0.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,38.0,
Bag_4+14,bonds_data_4,0,.0,0.8,-0.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.0,40.0,
Bag_4+15,bonds_data_4,0,.0,0.8,-0.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.0,40.0
