Bag_1+1,atoms_data_1,0,-0.2,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Bag_1+2,atoms_data_1,0,.099,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Bag_1+3,atoms_data_1,0,0.131,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Bag_1+4,atoms_data_1,0,0.13,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Bag_1+5,atoms_data_1,0,.099,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Bag_1+6,atoms_data_1,0,.18,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Bag_1+7,atoms_data_1,0,.099,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
Bag_1+8,atoms_data_1,0,.129,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
Bag_1+9,atoms_data_1,0,.8,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
Bag_1+10,atoms_data_1,0,0.4,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
Bag_1+11,atoms_data_1,0,0.23,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Bag_2+1,atoms_data_2,0,-0.124,94.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Bag_2+2,atoms_data_2,0,0.104,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Bag_2+3,atoms_data_2,0,.226,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Bag_2+4,atoms_data_2,0,.355,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
Bag_2+5,atoms_data_2,0,.356,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
Bag_2+6,atoms_data_2,0,.156,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
Bag_2+7,atoms_data_2,0,0.755,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
Bag_2+8,atoms_data_2,0,.825,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
Bag_2+9,atoms_data_2,0,0.375,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Bag_3+1,atoms_data_3,0,-0.13,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Bag_3+2,atoms_data_3,0,.18,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Bag_3+3,atoms_data_3,0,.13,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
Bag_3+4,atoms_data_3,0,.8,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
Bag_3+5,atoms_data_3,0,0.4,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
Bag_3+6,atoms_data_3,0,0.23,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Bag_4+1,atoms_data_4,0,0.0070,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Bag_4+2,atoms_data_4,0,0.173,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Bag_4+3,atoms_data_4,0,0.123,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Bag_4+4,atoms_data_4,0,.0070,27.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Bag_4+5,atoms_data_4,0,.057,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
Bag_4+6,atoms_data_4,0,.137,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
Bag_4+7,atoms_data_4,0,.806,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
Bag_4+8,atoms_data_4,0,0.393,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Bag_5+1,atoms_data_5,0,0.087,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Bag_5+2,atoms_data_5,0,0.134,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Bag_5+3,atoms_data_5,0,0.133,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Bag_5+4,atoms_data_5,0,.176,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Bag_5+5,atoms_data_5,0,.047,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
Bag_5+6,atoms_data_5,0,.127,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
Bag_5+7,atoms_data_5,0,.796,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
Bag_5+8,atoms_data_5,0,0.404,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
Bag_5+9,atoms_data_5,0,0.234,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Bag_6+1,atoms_data_6,0,-0.116,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Bag_6+2,atoms_data_6,0,.014,29.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Bag_6+3,atoms_data_6,0,.144,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
Bag_6+4,atoms_data_6,0,.813,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
Bag_6+5,atoms_data_6,0,.814,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
Bag_6+6,atoms_data_6,0,0.386,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Bag_7+1,atoms_data_7,1,-0.112,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Bag_7+2,atoms_data_7,1,.018,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Bag_7+3,atoms_data_7,1,0.112,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Bag_7+4,atoms_data_7,1,0.082,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Bag_7+5,atoms_data_7,1,0.082,27.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Bag_7+6,atoms_data_7,1,.018,27.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Bag_7+7,atoms_data_7,1,.147,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
Bag_7+8,atoms_data_7,1,.148,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
Bag_7+9,atoms_data_7,1,.817,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
Bag_7+10,atoms_data_7,1,0.383,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Bag_8+1,atoms_data_8,1,0.016,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Bag_8+2,atoms_data_8,1,0.114,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Bag_8+3,atoms_data_8,1,.016,29.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Bag_8+4,atoms_data_8,1,.066,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
Bag_8+5,atoms_data_8,1,.145,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
Bag_8+6,atoms_data_8,1,.815,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
Bag_8+7,atoms_data_8,1,0.385,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Bag_9+1,atoms_data_9,1,-0.095,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Bag_9+2,atoms_data_9,1,0.125,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Bag_9+3,atoms_data_9,1,.0050,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Bag_9+4,atoms_data_9,1,.0050,29.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Bag_9+5,atoms_data_9,1,.055,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
Bag_9+6,atoms_data_9,1,.134,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
Bag_9+7,atoms_data_9,1,.804,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
Bag_9+8,atoms_data_9,1,0.396,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Bag_10+1,atoms_data_10,1,-0.118,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Bag_10+2,atoms_data_10,1,0.088,27.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Bag_10+3,atoms_data_10,1,.012,27.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Bag_10+4,atoms_data_10,1,.012,28.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Bag_10+5,atoms_data_10,1,.012,29.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Bag_10+6,atoms_data_10,1,.142,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
Bag_10+7,atoms_data_10,1,.812,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
Bag_10+8,atoms_data_10,1,0.388,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Bag_11+1,atoms_data_11,1,0.0050,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Bag_11+2,atoms_data_11,1,.704,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Bag_11+3,atoms_data_11,1,0.126,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
